"id","name","code","referentiecode","account_type","chart_template_id/id","tag_ids/id","reconcile"
"0101010","Verkrijgings- of vervaardigingsprijs kosten van oprichting en van uitgifte van aandelen","0101010","BivaKouVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0101000","False"
"0101015","Actuele kostprijs","0101015","BIvaKouAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0101000","False"
"0101020","Cumulatieve afschrijvingen en waardeverminderingen","0101020","BIvaKouCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0101000","False"
"0101030","Cumulatieve herwaarderingen","0101030","BIvaKouCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0101000","False"
"0102010","Verkrijgings- of vervaardigingsprijs","0102010","BIvaKooVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0102000","False"
"0102015","Actuele kostprijs","0102015","BIvaKooAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0102000","False"
"0102020","Cumulatieve afschrijvingen en waardeverminderingen","0102020","BIvaKooCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0102000","False"
"0102030","Cumulatieve herwaarderingen","0102030","BIvaKooCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0102000","False"
"0106010","Verkrijgings- of vervaardigingsprijs","0106010","BIvaCevVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0106000","False"
"0106015","Actuele kostprijs","0106015","BIvaCevAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0106000","False"
"0106020","Cumulatieve afschrijvingen en waardeverminderingen","0106020","BIvaCevCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0106000","False"
"0106030","Cumulatieve herwaarderingen","0106030","BIvaCevCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0106000","False"
"0107010","Verkrijgings- of vervaardigingsprijs","0107010","BIvaGooVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0107000","False"
"0107015","Actuele kostprijs","0107015","BIvaGooAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0107000","False"
"0107020","Cumulatieve afschrijvingen en waardeverminderingen","0107020","BIvaGooCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0107000","False"
"0107030","Cumulatieve herwaarderingen","0107030","BIvaGooCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0107000","False"
"0109010","Verkrijgings- of vervaardigingsprijs","0109010","BIvaVoiVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0109000","False"
"0109015","Actuele kostprijs","0109015","BIvaVoiAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0109000","False"
"0109020","Cumulatieve afschrijvingen en waardeverminderingen","0109020","BIvaVoiCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0109000","False"
"0109030","Cumulatieve herwaarderingen","0109030","BIvaVoiCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0109000","False"
"0105010","Verkrijgings- of vervaardigingsprijs bouwclaims","0105010","BIvaBouVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0105000","False"
"0105015","Actuele kostprijs","0105015","BIvaBouAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0105000","False"
"0105020","Cumulatieve afschrijvingen en waardeverminderingen bouwclaims","0105020","BIvaBouCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0105000","False"
"0105030","Cumulatieve herwaarderingen bouwclaims","0105030","BIvaBouCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0105000","False"
"0110010","Verkrijgings- of vervaardigingsprijs","0110010","BIvaOivVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0110000","False"
"0110015","Actuele kostprijs","0110015","BIvaOivAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0110000","False"
"0110020","Cumulatieve afschrijvingen en waardeverminderingen","0110020","BIvaOivCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0110000","False"
"0110030","Cumulatieve herwaarderingen","0110030","BIvaOivCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0110000","False"
"0201010","Verkrijgings- of vervaardigingsprijs","0201010","BMvaTerVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0201000","False"
"0201015","Actuele kostprijs","0201015","BMvaTerAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0201000","False"
"0201020","Cumulatieve afschrijvingen en waardeverminderingen","0201020","BMvaTerCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0201000","False"
"0201030","Cumulatieve herwaarderingen","0201030","BMvaTerCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0201000","False"
"0202010","Verkrijgings- of vervaardigingsprijs","0202010","BMvaBegVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0202000","False"
"0202015","Actuele kostprijs","0202015","BMvaBegAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0202000","False"
"0202020","Cumulatieve afschrijvingen en waardeverminderingen","0202020","BMvaBegCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0202000","False"
"0202030","Cumulatieve herwaarderingen","0202030","BMvaBegCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0202000","False"
"0203010","Verkrijgings- of vervaardigingsprijs","0203010","BMvaVerVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0203000","False"
"0203015","Actuele kostprijs","0203015","BMvaVerAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0203000","False"
"0203020","Cumulatieve afschrijvingen en waardeverminderingen","0203020","BMvaVerCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0203000","False"
"0203030","Cumulatieve herwaarderingen","0203030","BMvaVerCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0203000","False"
"0210010","Verkrijgings- of vervaardigingsprijs","0210010","BMvaMeiVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0210000","False"
"0210015","Actuele kostprijs","0210015","BMvaMeiAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0210000","False"
"0210020","Cumulatieve afschrijvingen en waardeverminderingen","0210020","BMvaMeiCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0210000","False"
"0210030","Cumulatieve herwaarderingen","0210030","BMvaMeiCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0210000","False"
"0214010","Verkrijgings- of vervaardigingsprijs","0214010","BMvaObeVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0214000","False"
"0214015","Actuele kostprijs","0214015","BMvaObeAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0214000","False"
"0214020","Cumulatieve afschrijvingen en waardeverminderingen","0214020","BMvaObeCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0214000","False"
"0214030","Cumulatieve herwaarderingen","0214030","BMvaObeCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0214000","False"
"0215010","Verkrijgings- of vervaardigingsprijs","0215010","BMvaBeiVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0215000","False"
"0215015","Actuele kostprijs","0215015","BMvaBeiAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0215000","False"
"0215020","Cumulatieve afschrijvingen en waardeverminderingen","0215020","BMvaBeiCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0215000","False"
"0215030","Cumulatieve herwaarderingen","0215030","BMvaBeiCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0215000","False"
"0213010","Verkrijgings- of vervaardigingsprijs","0213010","BMvaTevVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0213000","False"
"0213015","Actuele kostprijs","0213015","BMvaTevAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0213000","False"
"0213020","Cumulatieve afschrijvingen en waardeverminderingen","0213020","BMvaTevCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0213000","False"
"0213030","Cumulatieve herwaarderingen","0213030","BMvaTevCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0213000","False"
"0209010","Verkrijgings- of vervaardigingsprijs","0209010","BMvaHuuVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0209000","False"
"0209015","Actuele kostprijs","0209015","BMvaHuuAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0209000","False"
"0209020","Cumulatieve afschrijvingen en waardeverminderingen","0209020","BMvaHuuCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0209000","False"
"0209030","Cumulatieve herwaarderingen","0209030","BMvaHuuCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0209000","False"
"0211010","Verkrijgings- of vervaardigingsprijs","0211010","BMvaVliVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0211000","False"
"0211015","Actuele kostprijs","0211015","BMvaVliAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0211000","False"
"0211020","Cumulatieve afschrijvingen en waardeverminderingen","0211020","BMvaVliCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0211000","False"
"0211030","Cumulatieve herwaarderingen","0211030","BMvaVliCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0211000","False"
"0212010","Verkrijgings- of vervaardigingsprijs","0212010","BMvaSchVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0212000","False"
"0212015","Actuele kostprijs","0212015","BMvaSchAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0212000","False"
"0212020","Cumulatieve afschrijvingen en waardeverminderingen","0212020","BMvaSchCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0212000","False"
"0212030","Cumulatieve herwaarderingen","0212030","BMvaSchCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0212000","False"
"0221010","Verkrijgings- of vervaardigingsprijs","0221010","BMvaMepVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0221000","False"
"0221020","Cumulatieve afschrijvingen en waardeverminderingen","0221020","BMvaMepCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0221000","False"
"0221030","Cumulatieve herwaarderingen","0221030","BMvaMepCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0221000","False"
"0222010","Verkrijgings- of vervaardigingsprijs","0222010","BMvaGebVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0222000","False"
"0222020","Cumulatieve afschrijvingen en waardeverminderingen","0222020","BMvaGebCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0222000","False"
"0222030","Cumulatieve herwaarderingen","0222030","BMvaGebCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0222000","False"
"0216010","Verkrijgings- of vervaardigingsprijs","0216010","BMvaVbiVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0216000","False"
"0216015","Actuele kostprijs","0216015","BMvaVbiAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0216000","False"
"0216020","Cumulatieve afschrijvingen en waardeverminderingen","0216020","BMvaVbiCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0216000","False"
"0216030","Cumulatieve herwaarderingen","0216030","BMvaVbiCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0216000","False"
"0216110","Verkrijgings- of vervaardigingsprijs","0216110","BMvaVmvVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0216000","False"
"0216115","Actuele kostprijs","0216115","BMvaVmvAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0216000","False"
"0216120","Cumulatieve afschrijvingen en waardeverminderingen","0216120","BMvaVmvCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0216000","False"
"0216130","Cumulatieve herwaarderingen","0216130","BMvaVmvCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0216000","False"
"0217010","Verkrijgings- of vervaardigingsprijs","0217010","BMvaNadVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0217000","False"
"0217015","Actuele kostprijs","0217015","BMvaNadAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0217000","False"
"0217020","Cumulatieve afschrijvingen en waardeverminderingen","0217020","BMvaNadCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0217000","False"
"0217030","Cumulatieve herwaarderingen","0217030","BMvaNadCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0217000","False"
"0218010","Verkrijgings- of vervaardigingsprijs ten dienste van de exploitatie","0218010","BMvaOrzVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0218000","False"
"0218015","Actuele kostprijs","0218015","BMvaOrzAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0218000","False"
"0218020","Cumulatieve afschrijvingen en waardeverminderingen","0218020","BMvaOrzCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0218000","False"
"0218030","Cumulatieve herwaarderingen","0218030","BMvaOrzCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0218000","False"
"0204010","Kostprijs","0204010","BVasVioVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0204000","False"
"0204015","Actuele kostprijs","0204015","BVasVioAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0204000","False"
"0204020","Cumulatieve afschrijvingen en waardeverminderingen","0204020","BVasVioCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0204000","False"
"0204030","Cumulatieve herwaarderingen","0204030","BVasVioCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0204000","False"
"0205010","Kostprijs","0205010","BVasSviVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0205000","False"
"0205015","Actuele kostprijs","0205015","BVasSviAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0205000","False"
"0205020","Cumulatieve afschrijvingen en waardeverminderingen","0205020","BVasSviCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0205000","False"
"0205030","Cumulatieve herwaarderingen","0205030","BVasSviCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0205000","False"
"0206010","Kostprijs Niet-Daeb- vastgoed in exploitatie","0206010","BVasCviVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0206000","False"
"0206015","Actuele kostprijs Niet-Daeb- vastgoed in exploitatie","0206015","BVasCviAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0206000","False"
"0206020","Cumulatieve afschrijvingen en waardeverminderingen Niet-Daeb-vastgoed in exploitatie","0206020","BVasCviCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0206000","False"
"0206030","Cumulatieve herwaarderingen Niet-Daeb-vastgoed in exploitatie","0206030","BVasCviCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0206000","False"
"0207010","Verkrijgings- of vervaardigingsprijs onroerende zaken verkocht onder voorwaarden","0207010","BVasOzvVvp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0207000","False"
"0207015","Actuele kostprijs onroerende zaken verkocht onder voorwaarden","0207015","BVasOzvAkp","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0207000","False"
"0207020","Cumulatieve afschrijvingen en waardeverminderingen onroerende zaken verkocht onder voorwaarden","0207020","BVasOzvCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0207000","False"
"0207030","Cumulatieve herwaarderingen onroerende zaken verkocht onder voorwaarden","0207030","BVasOzvCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0207000","False"
"0301010","Verkrijgingsprijs","0301010","BFvaDigNev","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0301000","False"
"0301020","Cumulatieve afschrijvingen en waardeverminderingen","0301020","BFvaDigCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0301000","False"
"0301030","Cumulatieve herwaarderingen","0301030","BFvaDigCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0301000","False"
"0302020","Verkrijgingsprijs","0302020","BFvaDioNev","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0302000","False"
"0302030","Cumulatieve afschrijvingen en waardeverminderingen","0302030","BFvaDioCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0302000","False"
"0302040","Cumulatieve herwaarderingen","0302040","BFvaDioCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0302000","False"
"0305010","Verkrijgingsprijs","0305010","BFvaVogVgl","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0305000","False"
"0305020","Cumulatieve afschrijvingen en waardeverminderingen","0305020","BFvaVogCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0305000","False"
"0305030","Cumulatieve herwaarderingen","0305030","BFvaVogCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0305000","False"
"0307010","Verkrijgingsprijs","0307010","BFvaVovVol","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0307000","False"
"0307020","Cumulatieve afschrijvingen en waardeverminderingen","0307020","BFvaVovCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0307000","False"
"0307030","Cumulatieve herwaarderingen","0307030","BFvaVovCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0307000","False"
"0303010","Verkrijgingsprijs","0303010","BFvaAndKpr","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0303000","False"
"0303020","Cumulatieve afschrijvingen en waardeverminderingen","0303020","BFvaAndCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0303000","False"
"0303030","Cumulatieve herwaarderingen","0303030","BFvaAndCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0303000","False"
"0306010","Verkrijgingsprijs","0306010","BFvaVopVpl","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0306000","False"
"0306020","Cumulatieve afschrijvingen en waardeverminderingen","0306020","BFvaVopCae","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0306000","False"
"0306030","Cumulatieve herwaarderingen","0306030","BFvaVopCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0306000","False"
"0304010","Verkrijgingsprijs","0304010","BFvaOveWaa","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0304000","False"
"0304020","Cumulatieve afschrijvingen en waardeverminderingen","0304020","BFvaOveCuw","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0304000","False"
"0304030","Cumulatieve herwaarderingen","0304030","BFvaOveCuh","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0304000","False"
"0309020","Hoofdsom leningen, voorschotten en garanties ten behoeve van bestuurders","0309020","BFvaOvrVob","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309120","Cumulatieve aflossingen en waardeverminderingen leningen, voorschotten en garanties bestuurders","0309120","BFvaOvrVoa","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309021","Hoofdsom leningen, voorschotten en garanties ten behoeve van gewezen bestuurders","0309021","BFvaOvrVgb","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309121","Cumulatieve aflossingen en waardeverminderingen leningen, voorschotten en garanties gewezen bestuurders (langlopend)","0309121","BFvaOvrVga","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309022","Hoofdsom leningen, voorschotten en garanties ten behoeve van commissarissen","0309022","BFvaOvrVoc","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309122","Cumulatieve aflossingen en waardeverminderingen leningen, voorschotten en garanties commissarissen (langlopend)","0309122","BFvaOvrVca","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309023","Hoofdsom leningen, voorschotten en garanties ten behoeve van gewezen commissarissen","0309023","BFvaOvrVgc","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309123","Cumulatieve aflossingen en waardeverminderingen leningen, voorschotten en garanties gewezen commissarissen (langlopend)","0309123","BFvaOvrVaw","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309024","Hoofdsom vorderingen uit hoofde van leningen en voorschotten aan leden","0309024","BFvaOvrLvl","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309124","Cumulatieve aflossingen en waardeverminderingen leningen en voorschotten aan leden (Langlopend)","0309124","BFvaOvrLvc","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309025","Hoofdsom vorderingen uit hoofde van leningen en voorschotten houders van aandelen op naam","0309025","BFvaOvrHva","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309125","Cumulatieve aflossingen en waardeverminderingen leningen en voorschotten houders van aandelen op naam (langlopend)","0309125","BFvaOvrHvc","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309009","Hoofdsom te vorderen subsidies (langlopend)","0309009","BFvaOvrTsl","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309019","Cumulatieve aflossingen en waardeverminderingen te vorderen subsidies (langlopend)","0309019","BFvaOvrTsc","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309050","Hoofdsom waarborgsommen (langlopend)","0309050","BFvaOvrWaa","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309150","Cumulatieve aflossingen en waardeverminderingen waarborgsommen (langlopend)","0309150","BFvaOvrWac","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309039","Hoofdsom ledenrekeningen (langlopend)","0309039","BFvaOvrLed","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
"0309139","Cumulatieve aflossingen en waardeverminderingen ledenrekeningen (langlopend)","0309139","BFvaOvrLec","asset_fixed","l10n_nl_rgs.l10nnl_rgs_chart_template","l10n_nl_rgs.account_tag_0309000","False"
